CM_field_label|base_field|quadric|cubic
8.0.3755360961.1|x^4-5*x^2-x+1|(-1509331191871307441*K.1^3+3613430938818804391*K.1^2+1189753640050631360*K.1-832566320567764739)*X^2+(253*K.1^3+604*K.1^2+67*K.1-116)*Y^2+(10855891570801119630*K.1^3-22467656707782210794*K.1^2-7779768109414010782*K.1+5245335277842303258)*Z^2|(1775685796303919905518939806043166379989611159901259041919606856455436337007007714357388720561014857226685890732780*K.1^3+4067049895631612127003974031974847355639280976669421479652541431927684945988580427386024260393140578171561913217060*K.1^2+436784698039085861717985423047621090713044772102851567906062727087479642855504465296469587253720717043913068131000*K.1-775269691600755705704441644987682390481778987470658457092621912536413959756267290236465631792669825273954355458980)*X^3+(25802775616450370754107378073667993320510478886334835270547249560126947290541107000175614208861390041470000*K.1^3+59098951273614298652259489609044178829810042523519992287331700771426150422641125113951539050751867191860500*K.1^2+6346987692471836380276326224173809380403920275982068170838772979675334131513624615120696254752155358707000*K.1-11265567562020961604980605890535684576796960533328726342880346539285484212453353537508767990912761827973500)*X^2*Y+(705448437814427939492911118716489425051581278144131487189762755620551088771835684034064886506601720444000000*K.1^3+1567276103316037942396519292092127111365871838477750861735393386553201749355157487867365882901687691163200000*K.1^2+162820918234534666974210381431877239685368532757891263742431185456923464897214927859744100181357694872350000*K.1-297771440073935506382002190083586923897112292792372527484478234685670462367235857229304993911693132697750000)*X^2*Z+(-7839546945632802137695513045026254196682352005152737122553734438176413671274809092160429059177281950*K.1^3-17955781592298276244862167519277962137840378822321469846259825985077118796749962368850049660084650280*K.1^2-1928378125974935267702377975539299753287450199688116696633179015404202293718298093279980006249036880*K.1+3422769208603056223936307493091541704852863750957788588322056132523142703329101683694001419381863230)*X*Y^2+(-340047817215024104135059920153655663093498376363576131874491530640861718371103445777045326548519404000*K.1^3-789082242600157143712137140469365313216045017099245564600666952119668456018127978605700160260290684000*K.1^2-85904532036033086993743052842605528784466569026322886321488841343289677089401525460860811574985224000*K.1+150624623488096100172468331565521080549419964532759608438223043914438419011495279536777890667211456000)*X*Y*Z+(963938926887004937940357736997179121140202594360302982224285710996956827303192912321678829479873195879174240*K.1^3-1990085866001144049147842591806696849276742059923681476283661143312302883526604214545253150106322093971885840*K.1^2-689713578168654502690335040184192951611234659064121268964830352559149955321045577976483446958278358868567280*K.1+464719094303987255531329410523148413345813189271446282805151938582128445808449787909483562963226320039528800)*X*Z^2+(-25574160319969063558202411942523632413441904919888671315823582633996323530060134671593523825*K.1^3-58575328416121976864602498052301640352162902412435929303302258612975513380357231173582264275*K.1^2-6290752726250063223025968935588591581641151257613727404359239547568691554454273132045739075*K.1+11165753462165081447433458789381032627733325558268069744370394685302453766094996435837589975)*Y^3+(-4022634454549847333952430211693136579448910975279730061921476706504182945040827302714311668000*K.1^3-9211556408425626012734381247272762977677153765146440790629241667070496449128733714146656059500*K.1^2-989065169529584698773617323992443682949902684052801327209527525703253925947786951185865986000*K.1+1755887223166859654793351659512968177917140169549434648422692419866991565861992209426284941500)*Y^2*Z+(-584844342702291600031061105107877239528519588198430618324836514821575630063823405799837039299871200*K.1^3+1191188240224217714426425025125155732702351779763411869848451135709761635116115014398582837628615200*K.1^2+414879148943532669563420285343424432411385536678619150962735627565586298840525250587065094617022200*K.1-278529261466632376713530853503830733261939424683889817975025269485079583575878093883985470618488600)*Y*Z^2+(-256587177503207140260343549617678875756786105504048368607064548616291278848694011757113223475617208005926000*K.1^3+531039988232790079991907616593567035594561816141078729631621054752637197562481042107853724823066529171150000*K.1^2+183880693679231625010972267710365848696203472592630518707609507667442031687903873668660416093468200015000000*K.1-123977442196949693357796377041769568582838274485457533565537994820276900917898096755535758781860633861032000)*Z^3+(-161888018583449156187*K.1^3+37788085640999843289*K.1^2+50385445749753659664*K.1-15511649877132886449)*T^3
8.0.170532657936.1|x^4-x^3-19*x^2+x+34|1/4*(-11701370427449145318552965299065898655*K.1^3+53987626725189406213341163924176463738*K.1^2+27226280258990536689974836325730144619*K.1-110091338213296896913561491253757006858)*X^2+(-35077314176*K.1^3-126901972896*K.1^2+62060900576*K.1+250259846336)*Y^2+(38261943044980812808192*K.1^3+140827425310812228157440*K.1^2-67606964850154751000576*K.1-277709237003403948982272)*Z^2|(6504222908799325662865182899002316495534248360753634117771026805895465970052193062578937954509770281003*K.1^3-30009097358480487196936689777595405439964438343915574587924991337133510568239888974131961799120966592542*K.1^2-15133762283198614570305712272316409415377765665996289285225664446786248243430592738857365847391107239099*K.1+61194428041997282881589045466283551155849212945489204638241708067429059059790969969319970849876684917546)*X^3+(-1733138646999059214266859551007532665128395447627297218534346351163590545538941887059947493728*K.1^3+4265211842417330432729278378218636874910472583515074909079141976887663629675540777431752075264*K.1^2+26742855640495391004114572868841567693371453721026097851788058568469155490807644705367876712864*K.1-40851116343057100736059472242128287817420239150905899349999348853777506269998526606073504197696)*X^2*Y+(-943210300751365166176994786470872132685261831311457301994468195458823752095422250708052543390847771869184*K.1^3+2312662086873964264690100728824794793215029385397866051951879138279110714041530519310546323447116455739392*K.1^2+14563230100030946884869858415287399550696514107441647538502958370508457118872719596280954100104146044321792*K.1-22087637555749675885225738522566403171527571533152620036483130529502315948129443067874597999317379999858688)*X^2*Z+(-491773907799920359957017176888059742453877560211294469630087229970754360003083557465564821730906304*K.1^3+1205782899626719310767658697311539924341762324013284049170415557844552928746711892823690256388719296*K.1^2+7593022036176719498675789044931221799571987071290412516100398935782222844745970172463162075899940352*K.1-11516120508482745389163211231987650168207559888767962461957051278394879836147281446144929355765956864)*X*Y^2+(-646032968727617740315560465229675143007856563920217122638507829087810829762967794280486696645797776758170189824*K.1^3+1584011461411563149682732080614538331764297154142027799556162954819989503929533093990553462285012776491175903232*K.1^2+9974792256655569072950937468161252702157267263251734233423284328441133201220024755972127580197634170991893020672*K.1-15128483646377232707424688435563871722792140398744849184883003305674539045167163040565859453099478225045467168768)*X*Y*Z+(189208681442490088691121522443169572853081471073621958188473629379881162988500367316850500151914694000188370604449416347648*K.1^3-463921710673310498322806741115726918990727704065326461510226315479847997332997325853300595429015032470354263653579777376256*K.1^2-2921394699502242271247789750854478287838204604343622711151513426887194059954081691165212102992273973518978668953841379573760*K.1+4430796231023594334392156931628626149627836021950382715413594015915839524332858891536631672328322669012021489529621240086528)*X*Z^2+(-47462692192276387872697165266517941442103842529886224511515662113272183998893761135061497537921281798656*K.1^3+116374011948782057833339211171345901459367781026689061942215165277049714036800357840209900487390654760448*K.1^2+732827142695180837037701781762809782527980276325969778884336857527005739247578912387024623615388235731968*K.1-1111458079388873353153284368559124780970526877148271852340842536134710590020377489571248953210872407601152)*Y^3+(-112686034949043878312645121113814248900208986132856412155281338105978114694680792146425557442195261902403861020409856*K.1^3+276295451688577070707589887617857028707757970876627514097949343809202465104690119967849880605315652953096227271999488*K.1^2+1739879918290755337988921772392990239466426177836860724822915153779209448813011883872329342698424669963630191409102848*K.1-2638826374850962194668759606464612489873652429300919830353471066488603445521529310892395254438351425576484538364198912)*Y^2*Z+(98890895079657883477306921228305334882135943873933718931076426647506218049355843549401751781347005425799024282208158917320507392*K.1^3-242471079369126303189813136286507449127290118417186265084436779577304813169406587641104123237228532809083474068373015883054841856*K.1^2-1526882035814808855548771340497210255013018079812726326885357728890444465527009872829081990419124161181445901459229910158851178496*K.1+2315778546000163732068754393376764634712685007056130992599511480078293095221829247402485614804102900811104233681286293421496991744)*Y*Z^2+(60124727247395653837536181031012591351097241935312956369859449468736353461325414902700978290595637410406540628110097431549885176794341965824*K.1^3-147420118916985914326337949304990504172855298183780865439434250392189702895563728800334491599425181989309146512340744049813927499689782935552*K.1^2-928329811034320163290695837482932459813554580164284064087059516160258127689948530848121584693644350181638361275878010779479282955629658898432*K.1+1407971414673457156871187511671264037693141009326619634000384659751131617053938597294166292905354056296978295330421426715703278594454242459648)*Z^3+1/2*(-2738057180744277*K.1^3-1155932597480724*K.1^2+26779438621396251*K.1-20862673723428264)*T^3
8.0.170532657936.1|x^4-x^3-19*x^2+x+34|1/4*(729155940759284321017562727333010881765011315551*K.1^3-1787821091536286947937993744377988084831026943354*K.1^2-11258216505737889299608294026960186357610058308523*K.1+17075016693283616019559909010833463268425732832202)*X^2+(-137439966275019357004144640*K.1^3+336989739493371674901927328*K.1^2+2122082273997819967174058656*K.1-3218501814613942198570479552)*Y^2+(-38261943044980812808192*K.1^3-140827425310812228157440*K.1^2+67606964850154751000576*K.1+277709237003403948982272)*Z^2|(6504222908799325662865182899002316495534248360753634117771026805895465970052193062578937954509770281003*K.1^3-30009097358480487196936689777595405439964438343915574587924991337133510568239888974131961799120966592542*K.1^2-15133762283198614570305712272316409415377765665996289285225664446786248243430592738857365847391107239099*K.1+61194428041997282881589045466283551155849212945489204638241708067429059059790969969319970849876684917546)*X^3+(-54238705951369794800164861633049316859753221063651137780180770062236142279459527495959448452324704*K.1^3+250245813746265910421574399002817703901784856724912648337435640233023199674301620296851194996420352*K.1^2+126200449269618854821360218388902194846290851702863389488583675645606807599380748260674252227925152*K.1-510300196572561091507139879036395030085038139375485669620769938827136070063709718565736246501195328)*X^2*Y+(-188978847376748846148383287366281574515764480146098808804266590331202026428723047974613742474653070524416*K.1^3+871908070230343632725334771210789063104711511538068243426478327354208134059639298576522747903650098577408*K.1^2+439708415572444242031364247110542523288165356717953604438765385134655464933705929281431078484427015979008*K.1-1777991219384416092474144333410204719476603839761837532870503674503620261677933550218021628818549426880512)*X^2*Z+(-3138389332600657524396655779994626916614979482669862705536177857287503855966122159325090314688*K.1^3+14479858590364262834289264948837891765589054346157653563018569783099757161317966136482865842880*K.1^2+7302278642118620283139041594948355496126377316118310310964913563503886621310379707404375864576*K.1-29527265900809849769408912342199425255500902247132375695641333583977261001550987925443989784320)*X*Y^2+(-236918920622845810806724954741316327057386881594308007438381327257936113437660925087708666229028814848*K.1^3+1093093344983817051924903381254500930098411531642084744013344761344380795460492489266580560642647261184*K.1^2+551253459082203852661402107305955774228188122914987977600986132678160374807764828627948777039311929344*K.1-2229031288386756692092714143192984019376224459514655631975767726190701732744050169453426200369641291776)*X*Y*Z+(3075571791990331561486089618659550463907030533436570822705869039975004873310847914281984221053243576752013312*K.1^3-5399439320145621187132028459015153581911124748296662159918372635413956244257300186455425399932499673362464768*K.1^2-6560756434907224074159874452794851691886061459906611767239802646765207318438630690307882296151037529747357696*K.1+11269843729467337963352297918379923610058121691418499608085159285561419783297008100334848436607238891861180416)*X*Z^2+(2951487883117270940164778844691038962141617931814397802011854786670485307064553291370787328*K.1^3-13617535190861919737477344850352201912512249559472302912185030553920805653286274783999117824*K.1^2-6867403832135522546742834988075319682447839644714578190384987562742135571932684486870841344*K.1+27768819702070117867393106450420017927959027260574755774013068121277524892127047441065117696)*Y^3+(-77037726132498110971544591970094796558043740893101000153144039694042299366139243837001835135369216*K.1^3+355425001257915708046736062131147480268234172833881492362600053841513671812784422295240459092492288*K.1^2+179247577002628949172684810018158823194407551138604191047442482048001760346016872840575072098582528*K.1-724781460662175014319946640267131339482244700212472685015060700703784142665038544801983131465285632)*Y^2*Z+(-1396904214396872986973157576178628971925356557939694473130585190398318279234820191843946942360062590046961664*K.1^3-5147548219749749574856326577275305022673989847332907631450604522874913137588333149065910726900250381740146688*K.1^2+2465130531937760922080019803448448553734365003472825220235015311832461070671661553677935832849852375930765312*K.1+10154867647929668140288942542094299758308078971021377955556273700223327014141066821421442556845824412569567232)*Y*Z^2+(48317734695188669360536041955658794196794448200238110089962531815828142933461655315798330266682132004543265218139558772736*K.1^3+177882398763156787097632356142793525876108345043498511605040506663258137049443033666574805411005258204323472394497264975872*K.1^2-85278085303227140406394691142511750611640215533154971772440188899355423804310740275016958729315637488787075733834545758208*K.1-350912783845006565306366039727539843654516872944328135066095678645794763549316763457055620280084199481456633917539591651328)*Z^3+1/2*(-2738057180744277*K.1^3-1155932597480724*K.1^2+26779438621396251*K.1-20862673723428264)*T^3
8.0.170532657936.1|x^4-x^3-19*x^2+x+34|1/4*(729155940759284321017562727333010881765011315551*K.1^3-1787821091536286947937993744377988084831026943354*K.1^2-11258216505737889299608294026960186357610058308523*K.1+17075016693283616019559909010833463268425732832202)*X^2+(-137439966275019357004144640*K.1^3+336989739493371674901927328*K.1^2+2122082273997819967174058656*K.1-3218501814613942198570479552)*Y^2+(-38261943044980812808192*K.1^3-140827425310812228157440*K.1^2+67606964850154751000576*K.1+277709237003403948982272)*Z^2|(6504222908799325662865182899002316495534248360753634117771026805895465970052193062578937954509770281003*K.1^3-30009097358480487196936689777595405439964438343915574587924991337133510568239888974131961799120966592542*K.1^2-15133762283198614570305712272316409415377765665996289285225664446786248243430592738857365847391107239099*K.1+61194428041997282881589045466283551155849212945489204638241708067429059059790969969319970849876684917546)*X^3+(54238705951369794800164861633049316859753221063651137780180770062236142279459527495959448452324704*K.1^3-250245813746265910421574399002817703901784856724912648337435640233023199674301620296851194996420352*K.1^2-126200449269618854821360218388902194846290851702863389488583675645606807599380748260674252227925152*K.1+510300196572561091507139879036395030085038139375485669620769938827136070063709718565736246501195328)*X^2*Y+(188978847376748846148383287366281574515764480146098808804266590331202026428723047974613742474653070524416*K.1^3-871908070230343632725334771210789063104711511538068243426478327354208134059639298576522747903650098577408*K.1^2-439708415572444242031364247110542523288165356717953604438765385134655464933705929281431078484427015979008*K.1+1777991219384416092474144333410204719476603839761837532870503674503620261677933550218021628818549426880512)*X^2*Z+(-3138389332600657524396655779994626916614979482669862705536177857287503855966122159325090314688*K.1^3+14479858590364262834289264948837891765589054346157653563018569783099757161317966136482865842880*K.1^2+7302278642118620283139041594948355496126377316118310310964913563503886621310379707404375864576*K.1-29527265900809849769408912342199425255500902247132375695641333583977261001550987925443989784320)*X*Y^2+(-236918920622845810806724954741316327057386881594308007438381327257936113437660925087708666229028814848*K.1^3+1093093344983817051924903381254500930098411531642084744013344761344380795460492489266580560642647261184*K.1^2+551253459082203852661402107305955774228188122914987977600986132678160374807764828627948777039311929344*K.1-2229031288386756692092714143192984019376224459514655631975767726190701732744050169453426200369641291776)*X*Y*Z+(3075571791990331561486089618659550463907030533436570822705869039975004873310847914281984221053243576752013312*K.1^3-5399439320145621187132028459015153581911124748296662159918372635413956244257300186455425399932499673362464768*K.1^2-6560756434907224074159874452794851691886061459906611767239802646765207318438630690307882296151037529747357696*K.1+11269843729467337963352297918379923610058121691418499608085159285561419783297008100334848436607238891861180416)*X*Z^2+(-2951487883117270940164778844691038962141617931814397802011854786670485307064553291370787328*K.1^3+13617535190861919737477344850352201912512249559472302912185030553920805653286274783999117824*K.1^2+6867403832135522546742834988075319682447839644714578190384987562742135571932684486870841344*K.1-27768819702070117867393106450420017927959027260574755774013068121277524892127047441065117696)*Y^3+(77037726132498110971544591970094796558043740893101000153144039694042299366139243837001835135369216*K.1^3-355425001257915708046736062131147480268234172833881492362600053841513671812784422295240459092492288*K.1^2-179247577002628949172684810018158823194407551138604191047442482048001760346016872840575072098582528*K.1+724781460662175014319946640267131339482244700212472685015060700703784142665038544801983131465285632)*Y^2*Z+(1396904214396872986973157576178628971925356557939694473130585190398318279234820191843946942360062590046961664*K.1^3+5147548219749749574856326577275305022673989847332907631450604522874913137588333149065910726900250381740146688*K.1^2-2465130531937760922080019803448448553734365003472825220235015311832461070671661553677935832849852375930765312*K.1-10154867647929668140288942542094299758308078971021377955556273700223327014141066821421442556845824412569567232)*Y*Z^2+(-48317734695188669360536041955658794196794448200238110089962531815828142933461655315798330266682132004543265218139558772736*K.1^3-177882398763156787097632356142793525876108345043498511605040506663258137049443033666574805411005258204323472394497264975872*K.1^2+85278085303227140406394691142511750611640215533154971772440188899355423804310740275016958729315637488787075733834545758208*K.1+350912783845006565306366039727539843654516872944328135066095678645794763549316763457055620280084199481456633917539591651328)*Z^3+1/2*(2738057180744277*K.1^3+1155932597480724*K.1^2-26779438621396251*K.1+20862673723428264)*T^3
8.0.170532657936.1|x^4-x^3-19*x^2+x+34|1/4*(11701370427449145318552965299065898655*K.1^3-53987626725189406213341163924176463738*K.1^2-27226280258990536689974836325730144619*K.1+110091338213296896913561491253757006858)*X^2+(35077314176*K.1^3+126901972896*K.1^2-62060900576*K.1-250259846336)*Y^2+(-38261943044980812808192*K.1^3-140827425310812228157440*K.1^2+67606964850154751000576*K.1+277709237003403948982272)*Z^2|(-6504222908799325662865182899002316495534248360753634117771026805895465970052193062578937954509770281003*K.1^3+30009097358480487196936689777595405439964438343915574587924991337133510568239888974131961799120966592542*K.1^2+15133762283198614570305712272316409415377765665996289285225664446786248243430592738857365847391107239099*K.1-61194428041997282881589045466283551155849212945489204638241708067429059059790969969319970849876684917546)*X^3+(-1733138646999059214266859551007532665128395447627297218534346351163590545538941887059947493728*K.1^3+4265211842417330432729278378218636874910472583515074909079141976887663629675540777431752075264*K.1^2+26742855640495391004114572868841567693371453721026097851788058568469155490807644705367876712864*K.1-40851116343057100736059472242128287817420239150905899349999348853777506269998526606073504197696)*X^2*Y+(-943210300751365166176994786470872132685261831311457301994468195458823752095422250708052543390847771869184*K.1^3+2312662086873964264690100728824794793215029385397866051951879138279110714041530519310546323447116455739392*K.1^2+14563230100030946884869858415287399550696514107441647538502958370508457118872719596280954100104146044321792*K.1-22087637555749675885225738522566403171527571533152620036483130529502315948129443067874597999317379999858688)*X^2*Z+(491773907799920359957017176888059742453877560211294469630087229970754360003083557465564821730906304*K.1^3-1205782899626719310767658697311539924341762324013284049170415557844552928746711892823690256388719296*K.1^2-7593022036176719498675789044931221799571987071290412516100398935782222844745970172463162075899940352*K.1+11516120508482745389163211231987650168207559888767962461957051278394879836147281446144929355765956864)*X*Y^2+(646032968727617740315560465229675143007856563920217122638507829087810829762967794280486696645797776758170189824*K.1^3-1584011461411563149682732080614538331764297154142027799556162954819989503929533093990553462285012776491175903232*K.1^2-9974792256655569072950937468161252702157267263251734233423284328441133201220024755972127580197634170991893020672*K.1+15128483646377232707424688435563871722792140398744849184883003305674539045167163040565859453099478225045467168768)*X*Y*Z+(-189208681442490088691121522443169572853081471073621958188473629379881162988500367316850500151914694000188370604449416347648*K.1^3+463921710673310498322806741115726918990727704065326461510226315479847997332997325853300595429015032470354263653579777376256*K.1^2+2921394699502242271247789750854478287838204604343622711151513426887194059954081691165212102992273973518978668953841379573760*K.1-4430796231023594334392156931628626149627836021950382715413594015915839524332858891536631672328322669012021489529621240086528)*X*Z^2+(-47462692192276387872697165266517941442103842529886224511515662113272183998893761135061497537921281798656*K.1^3+116374011948782057833339211171345901459367781026689061942215165277049714036800357840209900487390654760448*K.1^2+732827142695180837037701781762809782527980276325969778884336857527005739247578912387024623615388235731968*K.1-1111458079388873353153284368559124780970526877148271852340842536134710590020377489571248953210872407601152)*Y^3+(-112686034949043878312645121113814248900208986132856412155281338105978114694680792146425557442195261902403861020409856*K.1^3+276295451688577070707589887617857028707757970876627514097949343809202465104690119967849880605315652953096227271999488*K.1^2+1739879918290755337988921772392990239466426177836860724822915153779209448813011883872329342698424669963630191409102848*K.1-2638826374850962194668759606464612489873652429300919830353471066488603445521529310892395254438351425576484538364198912)*Y^2*Z+(98890895079657883477306921228305334882135943873933718931076426647506218049355843549401751781347005425799024282208158917320507392*K.1^3-242471079369126303189813136286507449127290118417186265084436779577304813169406587641104123237228532809083474068373015883054841856*K.1^2-1526882035814808855548771340497210255013018079812726326885357728890444465527009872829081990419124161181445901459229910158851178496*K.1+2315778546000163732068754393376764634712685007056130992599511480078293095221829247402485614804102900811104233681286293421496991744)*Y*Z^2+(60124727247395653837536181031012591351097241935312956369859449468736353461325414902700978290595637410406540628110097431549885176794341965824*K.1^3-147420118916985914326337949304990504172855298183780865439434250392189702895563728800334491599425181989309146512340744049813927499689782935552*K.1^2-928329811034320163290695837482932459813554580164284064087059516160258127689948530848121584693644350181638361275878010779479282955629658898432*K.1+1407971414673457156871187511671264037693141009326619634000384659751131617053938597294166292905354056296978295330421426715703278594454242459648)*Z^3+1/2*(-2738057180744277*K.1^3-1155932597480724*K.1^2+26779438621396251*K.1-20862673723428264)*T^3
8.0.588669493504.1|||
8.0.32213605625.1|||
8.0.90310467289.1|||
8.0.5174788096.1|||
8.0.529414856881.1|||
8.0.118247952384.8|||
8.0.483215448769.3|||
8.0.76024275625.1|||
8.0.6308171776.3|||
8.0.64000000.2|x-1|-2*X*T-Z^2|86894951220324022272*X^3-229290755750796156928*X^2*Y-522708801074249072640*X*Y^2+17423626702474969088*Y^3+29549198027422833284135523*Z*T^2
8.0.189058383872.4|||
8.0.363779065881.1|||
8.0.191102976.5|||
8.0.303595776.1|||
8.0.3706088125.1|||
8.0.6308171776.2|||
8.0.483215448769.2|||
8.0.433732885056.1|||
8.0.483215448769.1|||
8.0.90310467289.2|||
8.0.156765196288.6|||
8.0.97134356800.1|||
8.0.558003024016.1|||
8.0.2051727616.3|||
8.0.3948405248.1|||
8.0.33647011153.1|||
8.0.76024275625.2|||
8.0.371495353.1|||
8.0.64000000.1|x-1|-2*Y*T-Z^2|131201223192921950801111810048*X^3-2361622017472595114420012580864*X^2*Y-2391828841260141879479924514816*X*Y^2-12048677892598991289540150970368*Y^3+19727475229720585048198699951171875*Z*T^2
8.0.4343469025.1|||
8.0.3755674117.1|||
8.0.1623525849.1|||
8.0.180427853824.1|||
8.0.23185848361.1|||
8.0.19256557824.1|||
8.0.386672896.3|||
8.0.98744892169.2|||
8.0.25606400400.1|x^4-2*x^3-16*x^2+14*x+43|(-79352572275084942982678632248890514833355457634320*K.1^3-13072403754818867288159360097982556808051821210624*K.1^2+1241342823996062014631261442416204935395184984259792*K.1+1576246278507733350275326781148793727804021815910976)*X^2+(11737987065566226673820852395618274049747236208404260*K.1^3+1933695427767517640764139913845943336210872181811308*K.1^2-183621848596005472961557535344583100476812180885253604*K.1-233161419961680364178789318580036382102134410493346412)*Y^2+1/2*(992489995084634195308991103700755716501712882987327618585187791160493017*K.1^3+163501063247046995935469108421441633580148265257164376206838118208399820*K.1^2-15525902916105295257488803551782900440262886566567373884364639340540179031*K.1-19714655950724674778508288956164669753936291011071777245059073407735445204)*Z^2|(-41275452956257627522109415252487186556891106644384453907668768517895524530879087924095418880140451599349902080*K.1^3-6799645817866515327704528336011829866064338768252598635924031565454175043823532593381511968501678082775869440*K.1^2+645687793923282785515859890350138488676047551154512148476742241838609141459904189742341933896835238276770437120*K.1+819888722579566339721243431657113920964160258099870050728968477596005459627474336035789460489068818041244217600)*X^3+(-1975889079562452209079561148704853118031574609016513362773346293310779300620293686057633295176371977478398282560*K.1^3-325504505805261201207907716018448098727305482681405332352185957183121175752939206044329991530906593345611172800*K.1^2+30909593219288095651803671628204961028234510701723383493373130141487577986786269857339660340156208094627705724480*K.1+39248731567360549572399189716295577521786856382967514342113441061532297634467499399008004315914973858505432678080)*X^2*Y+(132155224865774304421666954292046899392159775450353352731823801256696269016136086682201266744556006101144934367560948608864*K.1^3+21771020248283822358858987672371836881257696855554806924412258619792229400147577357975241376331724680833578328133310932352*K.1^2-2067355037616381583798546613500970918502486247073373372283937204518393391399417145354300927355179932598324461102216434636896*K.1-2625109374626210595515844612471665719014597397944391539449973883428310458731450336687533080363384688564657702325369338346880)*X^2*Z+(-22132703790694883988549206702179723406559912863156384186625819906856606765558251989585485016310205462745281188480*K.1^3-3646102852655936388821595852971047169689880134374565163545671733892852358979978961052685169493731970726478261440*K.1^2+346230402348732482924796917544026125609124210710662827525801444427617714065730845905401506267472571096435137608320*K.1+439640341619404289247665916690211838658952165884783245723368248777433553970809514286395662807433948144599513092800)*X*Y^2+(-611493819548218098745573718296769426581609661255765275694585540373078794618406789778135104791376537864645701208299689116480*K.1^3-100736420679591640770855465711837149855951138234321208139425136067167403889721389395025915291620645869823096412772446639360*K.1^2+9565833129929383309993325861751228292340711711753140245718196507064522096397481804959132238541467623661692556039401437447360*K.1+12146611379553120553857968445939215366158132530233285634006218554712835169300947447019315736467363208979072764581186269732480)*X*Y*Z+(161331277337338693567906432754339942649209948582879581451712410051072738976445996522267681968396696409652165458488846668948876328000*K.1^3+26577432024803165731869055399654891902713970886278617241020005451235694992026583965973871108531827347620404110318028253755576288000*K.1^2-2523767253751693432300407875020555444247093343980912206217746746145841393861245051342903140107149504361436199205148439510419702600000*K.1-3204657621284488133269706486502362623675235433833683956177385416159199185578977972870218268094890222713087657438991577043570069696000)*X*Z^2+(-199549304262985862019062773734238483285946956415698707736481220581911891023161663729625970564780099321153987832640*K.1^3-32873402834075382449917158980044488081691321202259000533088430953489699915237196462775703576976867474726195348800*K.1^2+3121626555741026557917396256385144975562299359098768127606985567984900805406792158315003363373319258679080654824320*K.1+3963814142444598362916555289893727397710091304948914888350335430117410489501130056446103284016599309205219239137920)*Y^3+(-30781193871380253710608240138331378075352543235388458588501174051533911006956599799371575537786550224227152431519226406751928*K.1^3-5070839959001291269092495064986087289880552150625349523576129237638817575276715594028908987099569796989263328586858649781704*K.1^2+481522060731818149593827883746001677525752880119870534851063082483132727317029248108293851435678167082494921720110795974454392*K.1+611432508067820381477233246546301796382029545764748387306552771986539142531043389276897792483992546196921623781159342517508360)*Y^2*Z+(12952378681630437632766260945808632219352411949508961145538530780189330520671270051507627000804980776887398900607350495787963545657000*K.1^3+2133752175350012441463796483125319916174372117097851836187903101960552566373258814394024249387491392441854283359616010894729678154600*K.1^2-202619043959710215099437275703730712513141201033198914832266715962143660548902988917976222699076482259266040268378489964355783495416200*K.1-257283892751049757334063036898981004046434278465477671467460075590208861780827196523192297029861269253309668552031026810437167680499400)*Y*Z^2+(709262363992223667191971845383110813639345437863970085734665669154641446104328593959907655921286689119742228018973387067079220262945171942186812*K.1^3+116842639430288410018735412136740596110269752747111023919666584712298679785875961444180244895344566439822708348590961090144993347169175328787054*K.1^2-11095264093268327657800943552466515533151517461517422791382748369269469288645106830722974350078848371271992480808869722723516312925231248336508724*K.1-14088669461813526309443968827324856200369662661653968196899743256901253859536019581075533241271781945353705081124927890011862243009135579500710042)*Z^3+1/2*(-9870308973338669269719908080687659347653983999451807947060373575904680335368113415471305215523808601356862789276810417586*K.1^3-1626017410462787174323035563416892266830717060447102081138492478044942098518209450420976483087355131622805879424587711627*K.1^2+154405041492585687734584450342658886575208693452449020949152331692852128640075349005346934708197108981610526161298452541342*K.1+196062173422845221904986508672960482961740550715454194822463179577526391196571335374641397081542058734205755872373237020289)*T^3
